text,label
This was back in 1998 so I have left the area for about four years and saw very few White Youth except at the New Mall that is located across the Freeway from the Truckstops .,noHate
"I have n't , because I threw out my TV in the mid-1990s when there were to many blacks on TV .",hate
"According to this story , the two Swedes were outnumbered , and the video only showed the final few seconds .",noHate
With lots of file work and 3 inches of hundreds .,noHate
"There is no different versions of bad when it comes to race traitors , if you date a non white it is bad , no matter if the non-white is asian , black or arab.",hate
Are there any ple`s started yet then ? and if so where are they so we can check them out maybe we will move to one .,noHate
He has the blood of many muslims on his hands .,noHate
The Wolf,noHate
"Right now when I think of WASP 's , I think of New England liberals who have never had a taste of diversity in their life .",hate
-- A man wanted for attempted murder in New York City was killed Friday afternoon in an exchange of gunfire with officers with a fugitive task force who had gone to a Regency Square-area apartment to arrest him .,noHate
Most White Western Women have the racial sense of a cabbage .,hate
She 's never had a lesson !,noHate
"You sound right , but at 5-10 feet in your bedroom ?",noHate
The Negro Pre-Adamite beast girl complains that this somehow mysteriously `` targets '' her .,hate
I definitely feel that way towards Snowy Owl .,noHate
I do n't see why the gardai do n't just grab them and deport them none of them are entitled to be here,hate
Negros are so dumb .,hate
Just shows the absurdity of Obamamania : an athletic white woman attacks one libtard to proclaim the holiness of another libtard who may be worse !,hate
"Indeed, it is quite odd for something like this to be posted on this forum .",noHate
Is this normally what it should be ?,noHate
It would be nice to see Negro leaders like that take charge and lead their people home .,noHate
Seen some girl about 6 years old begging on grafton street once and we were coming out of a shop a few mins later when her father pulls up in a decent car. scum. the lot of them .,hate
"I am in Orlando , and I am also searching for people who are proud of their heritage. email if you are intrested in talking",noHate
The only species that constantly grabs his crotch in front of others and waves their arms around furiously are : 1. monkeys 2. blacks 3. both of the above Need I say more ?,hate
"We can work together and look after each other which blacks cant. We can think as individuals and do things because they are right and not because we are told to , which asians cant.",hate
welcome. here we promote white unity. british occupation of n.ireland is another issue. we cannot succeed if we promote hate against other whites. that is a fundamental tenet of white nationalism. just something to think about .,noHate
That 's all I ever see on the morning news .,noHate
Having worked around blacks at my previous job every stereotype you hear are all true .,hate
Hi my name is Chris I 'm 35 looking for white ladies to go on dates with that are devoted to one man .,noHate
"Then these students graduated college and joined the workforce , only to fail .",noHate
Welcome to SF Britain great white brit I must say the influx of new members so far this month is very good news .,noHate
there's a spirit rising a spirit called my blood a spirit that needs purity a spirit that needs one one in mind,noHate
Girl I bey you are fly !!!,noHate
The border war moves closer to home : Just another day. . . . : A relaxing evening at home suddenly turns into the pursuit of drug smugglers in my neighborhood My blog. . .,noHate
Integrated public schools offer nothing but abuse for white children .,noHate
If they do n't find a way to kick out the brown cloud that 's already there the Danish gene pool is lost .,hate
"Black father , White mother , half breed teenage son .",noHate
Their gods often had pale skin and blue eyes but I suppose literacy is n't valued highly by their cultural intelligencia .,hate
Acts of racism in Ireland show short memories of Irish everywhere Read more : Acts of racism in Ireland show short memories of Irish everywhere | Irish News | IrishCentral Follow us : @IrishCentral on Twitter | IrishCentral on Facebook,noHate
i sort of understand where you are coming from but plenty of whites have sold us down the river so to speak although the jew is always in the background its very complicated will we ever find out the truth. somalians = scumalians !,hate
We can turn the cold useless parts of Canada into a dumping ground for Jews and arm the Indians to keep them in line .,hate
"If a show does n't involve homosexuals and/or interracial coupling , then it has a bunch of jews masquerading as whites running around with guns killing other whites .",hate
So therefore they 're not the dumb brutes like blacks are .,hate
"Intellectual morons , or educated idiots , are good phrases to describe them .",hate
I sure hope you 're right .,noHate
"I mean three or four years older , like 24 or 25 years of age .",noHate
Thank you for this update .,noHate
"I stopped there one day looking for a job for my holidays , and I left immediately when I saw it : you can barely find a straight person there in summer .",hate
Another black is now trying to convince me that black slaves were force-fed animal lard through huge tubes and had their hands and feet cut off so they could work in the cotton fields without running away,hate
Really interesting .,noHate
"See, South Africa is just a glimpe into OUR future , as the beasts of Memphis run it directly into the ground .",hate
http://www.facebook.com/pages/ % D0 % A0 ... 19205191443389,noHate
"Hi, I am in Nor Cal and there are many other like minded people here too .",noHate
Disgusting.....,noHate
I would like to knock a lot of people 's heads together but I only have two hands !!!,noHate
"Richard Anthony March 2 , 2014 A Storm is Brewing on the Horizon ?",noHate
The only bad thing is that these sick animals will infect whites .,hate
The child abuse of white children happens every day in American schools .,noHate
The best way to prevent Black on White rape is to succeed in our goal of removing them all from white countries .,hate
Just appalling .,noHate
11000 euro !?! * * * * ing scum ! i wonder if anyone would get anything if they set themselves up in a polish area and started begging. they would probably get a * * * * ing beating .,hate
There should not be problems between the different classes inside the race white since we are all whites they should be joined to fight against non-whites they are our enemies .,hate
I hope that black creep does not get off easy .,hate
They ca n't stand toe to toe with the white man so they just dance around until they 're tired .,hate
the father said on the news this morning the church has already told him they would appel the verdict and if they lost again they would just file bankruptcy and he wouldnt see a dime !,noHate
immigrants are desperate to stay here. who can blame them ? our government treats them as lords and we as muck. welcome to SFI Pluirin !,hate
I'm in the pittsburgh area myself .,noHate
"Do they expect us to go out and welcome these leeches on our society with open arms. they should give them zyklon b for lunch , thad would help the suitation !!!",hate
Bunch of phonies .,noHate
Hopefully the traitors will be encircled in Westminster palace .,hate
88 !,noHate
I have applied this technique one many occasions and seen considerable success .,noHate
"Once again , blacks showing they cannot control themselves .",hate
May they all get mad cow disease .,hate
"So I guess you 'll just have to go to the Canadian Prime Minister and ask him to declare you Emperor and step down , or something ?",noHate
"If teachers have to focus extra attention on foreigners because they cannot speak English properly , it will be the indigenous Irish students who will suffer .",noHate
See.....,noHate
there was this gay negro i was forced to work with on my first job out of high school here in sunny florida .,hate
I say let him in and let him rant his mouth with all the Mudslums !,hate
I am defiantly intrested in maybe hanging out sometime .,noHate
"Check out the RebelSong downloads , you can hear the newest up and coming White power bands , CradleSong and Patriots Call .",noHate
"Lynched perhaps , elected , no.",noHate
Precisely!,noHate
thats good there they was cleaning the moscow the same way like the capital i with thay would clean here this banana republic ( Washington DC ) send all this blacks and welffare resipiance to the mexico or at list Detroid 2056,hate
Gotta represent my coconuts and mangos yo !!,hate
Take care !,noHate
"Thank you Mr. Shockly , father of the computer chip .",noHate
It always cracked me up to see middle-aged `` Skinheads '' hobbling around with their pantlegs rolled up and suspenders hanging down .,noHate
Shocking This is a similiar incident to that of a Boy in England recently who was killed by Muslims for wearing an England Shirt .,noHate
What good are these scammers to the country who Broke EU law to come here ?,hate
Gotta have the green grass and trees .,noHate
I just cant stand to listen to negros sing and 30 sec. is all I could handle .,hate
Our brothers & sisters in SA must stand their ground because they have earned through the blood and sweat of their ancestors .,noHate
"That 's their real contribution to society , misery and dependence .",hate
Greeting Fellow Nationalist I and White Avenger and I have joined this Site to free our Great Contry of theColoured Invaders .,noHate
RAMMSTEIN - 18.Ich will ( 2012-02-11 - Moscow ) - YouTube,noHate
"Do n't sit around and argue with them , just act like they are pathetic ( which they are ) and try to shame them .",hate
YouTube - Fight At Chuck E. Cheese In California !,noHate
Arizona Daily Star should get it 's information from groups other than an organization that makes it 's money off creating the finest spin and hype imaginable .,noHate
"Every f * cking school child knows that the Globe is round , only total PIZDAS do n't .",hate
You will know it is a nightmare on day you wake up and you have a black muslim running your country .,hate
Arab militaries are incompetent .,hate
"I've never been a BNP supporter anyway , the party was doomed from the start .",noHate
Protesting Catholic guilt mongering and intellectual deprivation is as worthy of mentioning as the protesting of institutionalized and indoctrinated White guilt from the Jewlords across the Apelantic .,hate
And this is why SA went from First World under Botha 's rule ( deKlerk does n't count ) to a Third World begger horde .,hate
23 - White Supremacist - The 23rd letter of the alphabet is W. ROA - Race Over All - Rasa iznad svega SWP - Supreme White Power - Nadmoćna Bela Sila 100 % - 100 % White - 100 posto Belac-beo .,noHate
https : //www.youtube.com/watch ? v = ttRFIvsuf4A,noHate
Africans in Ireland should be treated like paedophiles .,hate
I was also surprised how many people were able to fit inside your clubhouse but was very happy to see so many people .,noHate
OSLO TURNING INTO A MAJOR CRIMINAL MUSLIM MECCA,hate
"Yes, she was born in Svrljig ( 11 .",noHate
I have no doubt Los Angeles is a cess pool .,hate
"We have to kill off all of the Whites so we can go back to eating cow dung ! """,hate
Five is about what I 've found also .,noHate
"Hey, I live in Illinois not too far from you. i 'm always trying to find new friends and people to hang out with , some email me sometime",noHate
To think that such a great Christian nation as Ireland has an Islamic Foundation is sickening .,hate
"Maybe some of you people should grow up , You don`t pick a man or woman for your mate because of the color of their eyes and hair .",noHate
"A primate was the fist to invent a stick in Africa , a black just stole it from him .",hate
Sadly that is what happens when you dumb down a society and make everything sexual.Not even innocent animals are out of the question for these sickos .,hate
Now it is time to drive out all traitors !,noHate
Virtually all of those rapes are committed by non-whites .,noHate
another article on the mail today on their side bet you they will be allowed to stay think of the money that these people soak off the irish people madness www.faem.com,hate
No one else is going to bother telling this story .,noHate
"With that many groups under the same AO , I wonder how much toe stepping is going to occur ... hope none of our own people get hurt .",noHate
It 's why they do n't take real ones seriously .,noHate
"And there 's no need for a video game , just pack concealed carry and walk around any major US city after dark .",noHate
"If not kept in check , we may very will be living in an actual Planet of the Apes soon .",hate
Those visionary and responsible negroes ...,hate
http://www.venetofronteskinheads.org...mmer_2008.html,noHate
So check your pm .,noHate
"Would black people rather take one million dollars to move themselves and their immediate family back to the motherland , or stay here in America and blame whites for their poverty and crime ?",hate
I have never seen an Asian woman dating an Asian man.They like the white man they re-force wiggers and our detrimental towards our cause.Cpamikei,hate
Erik,noHate
Frederick neichzche embraced the notion that for a race to evolve there had to be a struggle to kill of the weaker elements to keep them from contaminating the gene pool. in the US one could say that there is a breeding program to breed dumb ghetto blacks .,hate
"They 're a waste of space and they 're filthy , tax payer robbing , mentally challenged , primitive , unintelligent cultural trash .",hate
She then had the other students vote him out of the class .,noHate
Compared to the stunningly beautiful white Swedish females she is just a barfy mixed breed dog .,hate
As Hispanic and Negro populations increase test score averages will decrease .,hate
I 'll be leaving for basic pretty soon .,noHate
"Remember there will be a delay in your potst ' appearing , until you reach unmoderated status .",noHate
Have you ever gave hard knocks better than you got them ?,noHate
Here's a site that compiles news articles of white crime and degeneracy .,noHate
open a new shop somewhere get my son more interested in education ( he hates school ) help mor ein my community try to whiten things up > >,hate
They always think they are somehow exempt from the rules,hate
"You forgot to add that they spread disease and their poor hygiene causes pest infestations , then there is rampant drug use and sexual assaulting white women and children .",hate
I would rather have a white person with a high school diploma from an all white high school teach a kid to read than a negro with a college degree not teach a kid to read even while getting paid to do so .,hate
"that sounds like hippyism. im not leaving my children 's values up for grabs. as ive said before , if parents dont feel their children 's heads with good things then the pc patrol will definitely feel their heads with bad things .",noHate
Break them up .,hate
Don't stop trying because the negro will prove you to be right .,hate
We have such a huge Asian problem .,hate
Every cultured society and all things therein were created by whites .,hate
"Well , the warm weather is coming in and guess what , I now have to painstakingly endure all the offspring of these immigrants , Africans , foeigners ( Im putting them all because there is that many of them ) all playing out the front of the flats in the small garden area , screeching and shouting and their hyena pitched laughing .",hate
This is such a stupid question as you are not born poor or rich but if it came down to it obviously white and `` poor '' .,noHate
"This should be passed to the left too , who have been victims of ADL tactics including theft of police files , smearing , and illegal spying .",noHate
i use it as way to intimidae jew to show them that there are still people who are aginst them it did originate in Roman it was called the wariors salute,hate
When he gets out he 'll have more support than ever .,noHate
75 % of junior high Student 's could n't point out New york state on a map .,noHate
"thank you very much for your replies ! I just wonder if there is a site of the NNP in english ? anyway I hope Russia will kick non-white butts out of its territory.so long , brothers !",hate
"[QUOTE=Trotis;10497843]Isn't South African chocolate made by overseas companies based in SA ? ( British and Swiss ) Would a `` Mars bar '' taste different made in SA compared to one in England ? / QUOTE ] I would have thought so too , but the stuff tastes different .",noHate
"I cant judge because i dont know them all , plus i think they are all good in their own way , that 's why they are moderators",noHate
"That describes the mooleys very well , the signature haymaker .",noHate
I saw a white and a black couple the other day and nearly went ballistic and got enraged .,hate
I 'm either in North Florida or Nigeria sometimes i ca n't tell the difference. mothergrinninbird@yahoo.com,hate
"Again, every time I will see filthy comment about Georgia without providing any facts , I will respond .",noHate
I personally think she sounds like a strangled cat .,noHate
Perhaps you can use this BTW notice that the information is accompaigned by a rather clumpsy muslim exercise in damage control .,noHate
Was hoping it would be to commemorate the plantation as a dark part of our history but it appears to be celebrating it .,noHate
Let me be the first to say WELCOME to SF .,noHate
"I will take your word for it and thank you , this is even better news to understand his political views and what kind of people he will accept as supporters .",noHate
Worse than Benefits St.,noHate
"I wish they 'd all bugger off back to the Sudan , Nigeria , Ethiopia or where ever the hell it is they 're from and never come back .",hate
"you have a moral duty as an upstanding citizen and white person to have that baby removed from her wretched hands and have it be properly cared for. to hell with your degenerate friend , put your fear aside and do whats right for the baby 's sake .",noHate
Her tainted feet have no place in Sweden .,hate
She then solicited his classmates to make comments about what they disliked about the boy .,noHate
"And then there 's Asiacourt , the once beautiful , safe , WHITE , area of Scarborough ... ( and the last i checked ) was a garbage infested Chinease outpost .",hate
"Yeah, she 's gonna end up just like the last hoe bag that got involved with the same chimp .",hate
He use to run it a few year ago I use to run around with him and some other lads from London,noHate
Sounds like a smart idea .,noHate
A British school where none of the students have English as their first language ?,noHate
Thanks for the idea 's ...,noHate
I've recently gotten a recommendation for Peaceful Warrior .,noHate
California tried to pass a law requiring bio-metric fingerprint ID technology on guns last year ; SB 283 ..,noHate
`` Can you tell me where this service is ?,noHate
"Traitors are pathetic ignorant fools , and negroes are fools because they are starting to literally bite the hands that feed them .",hate
"You can take a negro out of Africa and have it grow up in Boston and Orlando , and it still reverts to its innate negro ways the moment it hits its native African soil .",hate
The race traitors sicken me too .,hate
I saw this post a few days ago ..,noHate
"I keep two bowls of candy near my door. between 5 and 7 , it is mostly neighborhood kids ( mostly middle class whites but a few middle class non-whites ) .",noHate
"I was about to get on ya about using the word clip , until I realized you are talking about video clip .",noHate
`` Those evil Whites .,hate
i found another example of a so called `` russian '' turk who hates armenians and georgians .,noHate
2508,noHate
"that is the sadest news i have ever heard in my entire life , ireland not a white country. its like saying the world is ending",hate
WTF is wrong with u allowing your children to have non white friends ?,hate
Great job guys .,noHate
I agree .,noHate
"Yeah, we could do with the same amount of black rapists as the Nordic countries are privileged enough to have .",hate
Always one coming up for sale .,noHate
Let's hope the nearly all-White Gold Medal US Women 's Soccer team gets into the spirit too .,noHate
Check out all the Whites making pro Israel comments https : //www.facebook.com/photo.php ? v = 10204417923596945,noHate
"If we are White and wish to save this country rather than have it turn into a disorderly non-White hegemony , then we are all at a loss for what to do .",hate
Mostly gone .,noHate
The blacks and browns are detroying sweden and nobody does anything about it ! : madex : madex : madex,hate
Neither one is better than the other .,noHate
Good luck on the magneto-hyperdrive .,noHate
What about all the tens of millions of negroes that are nothing more than criminals and parasites that do nothing but breed more criminals and parasites ?,hate
"It is also a breeding ground for Dieversity , and Libturd Indoctronation .",hate
Does n't sound like I 'm missing much anyway .,noHate
Always nice to see a negro on the receiving end of a beat down from a white for a change .,hate
`` Why did n't you order a beer ? '' they all ask .,noHate
I have never seen an Asian woman dating an Asian man.They like the white man they re-force wiggers and our detrimental towards our cause.Cpamikei,hate
And these words of wisdom come from a man that thinks another mans anus as well as his own was made to be used as a vagina :,hate
Maybe this was mentioned in an earlier post but what about `` online '' home schooling ?,noHate
This is the one my neighbors have .,noHate
What happens to a domesticated animal forced to fend for itself ?,noHate
This is a new version that has not been available before now .,noHate
Yes the negroes have been busy the last few weeks but we have to expect it because nothing is being done to them when a crime is committed,hate
"When I get out of boot camp from the Marines Im going to get the Eagle , Globe , and Anchor tattoo on my right Arm big too .",noHate
"The rag-heads dont have the numbers to kick off in Ireland yet , but when they do , you will know all about it .",hate
Apparently our - 50 degree winters are merely a stumbling block on the golden road to all our corn-fed white chicks .,noHate
"I suppose they 're trying to be funny , but it 's really just an effort to continue demonizing Germans and propagating the Holocau $ t .",hate
"We have to encourage people to boycott all black businesses , start rumours that blacks working in shops have AIDs which is probably true .",hate
put the kids in a ophanage and arrest the whore of a mother to a point of not having more biracial kids 8 kids have to suffer all their lives to due a whore,hate
Is there any on here old enough to remember white Canada ?,noHate
"Only in the mind of the INTERNATIONAL JEW could such an evil machination , with its ticker tape parade of lies , be cooked up !",hate
Hit first and hit hard .,noHate
White + Asian DOES NOT make white babies .,hate
Their is much more to that if your hoping for a successful relationship and marriage .,noHate
The London Forum is a great YouTube channel .,noHate
A former accountant for retailer American Apparel Inc. has filed a wrongful termination suit against the company alleging that he was fired after refusing requests from Chief Executive jew Dov Charney to inflate figures on the company 's balance sheet .,noHate
If she continues worshipping negroes and homos the odds are good this scenario will repeat .,hate
I 'm glad that you 're planning on getting out there to do it .,noHate
I think I stumbled on this thread before and thought I 'd get back to it and forgot .,noHate
It is nothing short of hysterical that you are such a retard you have to TELL us in your username that you are `` educated . '',noHate
I grew up near Little Italy ( not NY ) and parents grew up in Brooklyn .,noHate
I stumbled n this by accident Absolute savages and yet you will have all the liberal women saying how great multiculturalism is and we are all the same Le TÃ © lÃ © gramme - France - Montpellier ( 34 ) .,hate
"well, the liberals would go ape crazy .",hate
And they really are quite a frustrated group .,noHate
A mud is a mud is a mud that 's all there is to it .,hate
That is right he is an anti-white bigot who wants to live around no blacks but wants to force other people to live around blacks .,noHate
"There is no expectation of privacy in public , so taking their pictures is legal .",noHate
The Boers will be free in their Volkstaat by then and they can show us how their ancestors carved a civilization outta nothing,noHate
"I'm insulted by how stupid the Jews think we are until I see what they see by reading the posts amongst our so-called , `` Awakened Brethren . ''",hate
"Manic street preachers are also red scum and basically every band playing is left-wing/pro-faggot , and many of them are drug using lowlifes .",hate
Nothing so beautiful in the whole world in fact .,noHate
"Two days , two perps killed .",noHate
I hate the word racist it makes people being called racist think that they are doing something wrong when they the immigrants coming here are doing something wrong,hate
With the liberal media and police departments under reporting black crime they have been given a pass on their ghetto ways so many times that it as becomes acceptable behavior for them as there is no real consequences for it .,hate
Why dont we just put them in my spot and then drop a few bombs.I am serious they are making fools out of the Irish .,hate
"It is like they would bleach their hair blonde and bleach their skin `` White '' , speak English , etc but still they would torment others with their Black characteristics .",hate
I have always enjoyed your posts on other boards .,noHate
It is quite farcical actually .,noHate
"I'd say that here on SF , most of the thread derailers are crypto-antis who do n't give hoot about Thor or Jesus .",noHate
They do it not because of their nationalism but rather due to their hatred of Russians .,noHate
I'm not really surprised - now going to college with blacks I can tell you they continue to behave in such a manner even in higher education .,hate
I was hoping someone would find it useful .,noHate
YouTube - Vide Cor Meum Brilliant .,noHate
"Actually, it 's not us who 's killing them ... it 's they who are killing us .",hate
"If anyone lives near London , ON .",noHate
How about the hook noses ?,noHate
Yes he is very sick person with identity crisis who need therapy .,noHate
www.natall.com,noHate
And the contributions of whites are everywhere .,noHate
What they say and what the want to do are miles apart https : //www.facebook.com/NationalRif ... 4033633761833/,noHate
So please Zuma be a good little kaffir and take their land,hate
"Many Asians will see something once and memorize it the rest of their lives , but when asked ' how ' it works or use it creatively , they draw a blank .",hate
This was a bad move by the Jew puppets .,hate
-Zoë,noHate
I have it sighted in at 350 yards .,noHate
Fox news reported last night that this beast was caught eating parts of this young man when the police got onto the bus to apprehend him !,hate
"Another EuroRus update , more video and photos ! [ gvideo ] http://video.google.com/videoplay ? docid = 5268894597794277031 [ /gvideo ] A Fascinating Conversation Between Dr. Alfred Vierling & Dr. Duke !",noHate
"I know one thing , no white should ever give one nickel or a second thought to Africa for they have repaid good with evil .",hate
Hello to all my friends here on the forum .,noHate
"Wow she is beautiful and a WN , I like her seig heil salute we need more women like this , she is very beautiful indeed .",noHate
Elimination of all things white .,noHate
Who will volunteer to create pro-White audio books ?,noHate
It must be the Mossad or the CIA ...,noHate
They're coming out of the woodwork to oppose white unity and White History Month .,hate
Is that sign like Passop ? danger .,noHate
I was so shocked to see all those blacks when i moved to Holland : S,hate
I was really excited to come across this site full of like minded people !,noHate
Heard about this a while back .,noHate
I will respond until Armenian scum will stop,hate
I feel very sorry for the families of such Jews as Art Katz because he would preach to them over and over again about how Jesus died for the Jew first while at the same time shoving his non-Jewish wife into their faces .,noHate
Shoot me a message .,noHate
Rouse - The Redpilled Blues - YouTube Rouse - Not Our Own - YouTube Pale White Skin - Hey There Europa - YouTube Sir Antiblack - A Race War - YouTube Amazon ( ( ( Echoes ) ) ) - YouTube,noHate
You are the loyal punk to dead men that would underbid your labor with slaves of the negro race .,hate
"I have lived in Mexico for 16 years and yes , it was too hard being surrounded by so many brownies ( mestizos and indigenous ) .",hate
I cant stand this guy and hate it when i meet whites and they say how funny they think he is o.k. take away the anti white jokes for a minute the guy just aint funny at all it just blows my mind how they have some talentless black fool in films but you will never see a untalented white basketball player .,noHate
looking for proud white female in ohio for friends and maybe more .,noHate
Note no mention of part four .,noHate
"^ You ca n't make this stuff up Go have a drink , drown the sorrow of living among primitive Asians .",hate
I'll try and see if my sister can bring home the sheet from my old high school with like 20 websites and their passwords of scholary reviewed articls,noHate
Plans for largest mosque in Ireland given go ahead Read more : Plans for largest mosque in Ireland given go ahead | Irish News | IrishCentral Follow us : @IrishCentral on Twitter | IrishCentral on Facebook,noHate
"Holly Quick , age 16 , brutally raped and murdered by an apelike negro .",hate
mommy told me never to squelch on someone 's claims. the very fear of exposure makes me want to avoid lying .,noHate
"So it 's not enough Professor Ratajczak 's life was destroyed when he was fired , some filthy desert rat from Israel still had to go kill him ?",hate
Or is it exposure to the sun like I heard someone on here say ?,noHate
"The first two being the one that starts with ; `` When the discussion of race comes up , this one makes tempers flare like no other. * If a White person says they 're against interracial marriage , then that 's racist. * If a person of color says they 're against interracial marriage , then that 's protecting their culture and heritage . '' ?",noHate
It does n't matter how you dress up a mud .,hate
I saw the movie and it was so-so .,noHate
Hopefully they wo n't settle in US black communities and pick up their bad habits .,hate
the most official report put out on the number of deaths in those camps was the report by the Red Cross .,noHate
"This is the last straw , how much more will damage Europe and Western civilization these Zionists ?",hate
Second to the last stat : virtually all gang rapes in Sweden are committed by non-whites .,noHate
Remington 700 sps tactical,noHate
"Shows what sub human group these negroid belong , the poor horse got an infection from the dirty pervert .",hate
I live in Oslo and race-mixing is a huge problem .,hate
No the truth 88-----WHITE POWER------WHITE VICTORY------WHITE PRIDE-----88,hate
And the general idea is to pick anyone on the site thats logged in to say hello .,noHate
"I do not blame you , Ottawa like all of our cities is a multicultural hell .",hate
No problem .,noHate
They aught be ashamed of themselves for covering up or downplaying the story about these predators .,hate
I've always said that black people make the perfect slaves because anyone who cannot or will not take responsibility and be master of their own lives is already a slave .,hate
"I have a Cracking the new SAT guide , and some books required through an american home school .ISBN-10 : 0375764852 ISBN-13 : 978-0375764851 PM If youre interested .",noHate
Do non Whites really think they measure up to Whites ?,hate
No wonder we are in such bad shape with this tribe in charge of the White House and Congress .,hate
"Here is the Haiti story for the negro sock puppet , posted for the umteenth time Dr William Pierce The Island Paradise of Haiti - YouTube",noHate
"1/2 messican , 1/2 White babies can often pass for White until they turn six or seven when the golden brown coating covers all .",noHate
"Yes, this painting is in the Art Institute of Chicago .",noHate
We should just isolate them so those mutated monkeys can completely whipe each other out .,hate
I'm looking to study at a college in South Africa later in my life .,noHate
Strange that you cant visit it anymore .,noHate
You are welcome to grab on if you like !,noHate
It made me sick looking at all the Blacks and Asians .,hate
Jewish Supremicism is at the end of its noose. : madex,hate
Officials are puzzled as to the cause .,noHate
"It is a money making scam , that is why it is pushed .",noHate
"i've felt anger when i 've read it on forum , but we have to do our part and speaking at loud voice this fact , because , for example , i 'm from europe and this fact is not pased on tv news or in the news paper ... knows your enemies is the first pass for vicory on them !",hate
So very few compared to the tens of millions who have done nothing to advance society .,noHate
"No I was asking for a link for were it says their banning the celtic cross , but thanks for the link i 'll check it out .",noHate
Thanks for posting .,noHate
As a brit my knowledge of american law is somewhat lacking but even i know that this holder groid has committed treason,hate
I know a non white who got 5 A 's and 4 B 's but he robably cheated 2508,hate
im with you here I see it day in day out like everyone else its easy to sit back and watch but together we are strong and its good to be with like minded people,noHate
Faggots are always pushing their homosexual agenda .,hate
"Put the mudraces in their own countries , build a fence around them and wait a decade or two , and soon they 'll be back to the state we found them in , with their numbers decimated by their diseases and wars .",hate
If ya wanna talk just PM me .,noHate
"hey, im from manhattan. its really rough havin beliefs like us and living in a city like new york. if anybody would like to meet or talk to a white nationalist , neo-confederate , klansman , teenager from manhattan , just email me sk8terxxl@aol.com",noHate
Shows some interesting statistics about the jew rats ...,hate
It was FREE ...,noHate
They go around school acting like being half White/half black or half White/half asian is something to be proud of .,hate
"ya they are lazy drug-attics ... and they cant get a real job , all they do is deal drugs or they jump job to job to job ...",hate
"Well...here's what we 're up to : YANKEE _ JIM $ 100.00 Octavian $ 20.00 bigguy $ 20.00 Flax $ 300.00 Umberto $ 25.00 Cabal _ 88 $ 10.00 Gauleiter $ 20.00 Florida88 $ 10.00 -------- Total so far = $ 505.00 ADDED 9/30 Awake777 $ 20.00 JD ( Hyde Park , NY ) $ 10.00 Iconoclast14 $ 32.00 R-I-Z-Z-O ( Whitelion ) $ 30.00 DRC ( Florida ) $ 25.00 DH ( Maryland ) $ 25.00 Lawdog $ 25.00 Bamaman $ 10.00 Scipio Americanus $ 10.00 ------------------ $ 187.00 New total = $ 692.00 ADDED 10/01 Yankee Jim $ 25.00 ------------------------ New total = $ 717.00 ADDED 10/11 VM ( NA TN member ) $ 10.00 DH ( NA Maryland member ) ANOTHER $ 20.00 !",noHate
Isnt science supposed to be repeatable before they draw conclusions ?,noHate
"but if you print it and get it into comic stores , you get a lot more coverage of the population , my oppinion .",noHate
Their resistance to immigration is precisely because they have been exposed to you non-White vermin and your effect on their nations .,hate
Even if that someone openly uses their own name .,noHate
We have a little piece of legislation called the Prohibition of Foreign Military Assistance Act This prohibits mercs from operating in South Africa. on pain of five years of hell in a kaffer jail .,hate
Humans and negroes use restaurants in entirely different ways .,hate
"Long time no post , Turbo , good to see you back .",noHate
South Africa has returned to the Stone Age in 20 years .,hate
"I live on Long Island , need to get a new drivers license , but when I do , Im up for travelling .",noHate
I'm sure the Jews in Scandinavia dumb down the education systems there too .,hate
The powers that be want all Whites dumbed down with Negro blood .,hate
When do they ever learn !!!!,noHate
So now Stormfront Ireland is solely responsible for all racist attacks in Ireland. lol Ted is right this is the work of the Kikes those * * * * ers are never happy .,hate
Lets see what he says .,noHate
"Good tune though , but ' tis used to praise a terrible tyrannic Empire .",noHate
I think girls go to clubs to meet guys cause there are so many guys there it makes it easier to meet some one. atleast thats what i have been told. im not into the dancing they do .,noHate
The only thing more disgusting than a White woman with a groid is a White woman who drags her White child into the filth with her .,hate
Perhaps you would like to comment on the link below ?,noHate
I am not Ukrainian but the Ukraine nationalists and right wing should understand that our white race in all nations in Europe North America Australia and South Africa along with any other white nations should support each other and join together against the Marxist multiculturistic agenda that 's invading every white nation and start to over through the powers to be that is responsible for this genocide and start considering deportation of non whites in white nations !,hate
"New York reported 419 murders in 2012 , down from 515 the year before .",noHate
"Yeah, I saw that news segment about the mixed race couple who lost their home because of the mudslide .",hate
So they can get reparations for their great grand parents ' `` suffering '' plus more .,hate
"Nothing has ever been as harmful to society as jews , their savage beasts , and their thoughtless gimmiegrunts .",hate
dont know i dont visit it yes grammer is really horrible i hope i will be able to speak english in few years,noHate
If they ever accept that there are mental differences between the races they will be putting the first shovelful of dirt into the grave of multi-culturism .,noHate
"Watch the video , its only 10 minutes , you will see that eventually the bi-racial minority is butchered .",hate
Don't eat a Snickers candy bar ... it will turn you into a negro ! ( Also has the obligatory White doofus guy at the end. ),hate
"In reality screwing up is it 's own punishment , and nothing deters nor rehabilitates .",noHate
"Wow, maybe next time you should leave your little sister at home especially since you live in a highly non-white populated area .",hate
I enjoy when a Brit comes in and tells Bulgarians everything they need to know about themselves .,noHate
I 'd imagine trying to live there as a white nationalist would be extremely hard .,noHate
It 's sadder when whites try to go black .,noHate
"Surely they could n't stop you `` expressing your religious convictions '' , could they ?",noHate
"They should make all know about this book his friends as that they know like are the things , we need that all the whites know like they are the things and the Jewish threat and negroid on our race .",hate
