,text,class
8989,Every spic cop in #LosAngeles has raped or has thought about raping a white woman. That's why those half-breeds get jobs as pigs.,explicit_hate
8990,Every spic cop in #LosAngeles is loyal to the #LatinKings,explicit_hate
8991,Every spic cop should be killed. Those pigs only got their job to 'get even' but white people never did anything to them.,explicit_hate
9007,"Everyone calls me ""b"" they be like oh wassup b &#128524; and I be like wassup my niggah",explicit_hate
9011,"Everyone tells me the exact same thing but I won't listen, coon",explicit_hate
9044,Faggot ass bitch nigga,explicit_hate
9057,Fat ass hoe holding up the machine,explicit_hate
9058,"Fat ass inbred rednecks like Paula Deen are breed that are going extinct. I mean look at that woman, I would hate to be her scale.",explicit_hate
9063,Fat fucking funky nasty ass hoes,explicit_hate
9065,"Faux Noise pundits don't like duck molester, pro-slavery racist, #homophobic #teabagger darling Phil Robertson either http://t.co/5gt6ZVgqXY",explicit_hate
9066,"Faux Noise pundits don't like duck molester, pro-slavery racist, homophobic teabagger darling Phil Robertson either http://t.co/xXEhPHWWwr",explicit_hate
9085,Feminist aka a bitch.,explicit_hate
9121,First thing I do when I hit the lotto is buying @moniqueeedavis two fat bitches and watching her eat both in one sitting,explicit_hate
9128,"Flaming faggots that publicly state how they want everything handed to them... Like fuck you dude, get off your bottom ass and do something",explicit_hate
9153,For all we know this nigga a rapist. Y'all hoes dumb &#8220;@daniellathepimp: *melts* http://t.co/RRROzn5bdy&#8221;,explicit_hate
9178,Fredo was a bitch ass nigga. How niggas fire over 20 shots at his pops but he didn't get off 1 cuz he dropped the gun smh,explicit_hate
9206,"From now on, I will call all radical MUSLIMS niggers!
It is very fitting, and it is racist! 
I AM RACIST AGAINST ANYONE WHO HATES AMERICA!",explicit_hate
9222,Fuck MLK &#8220;@AntSoo305_: &#8220;@Vonteeeeee: Why does Lexii keep favoriting my coon tweets ?&#8221; MLK didnt die for this&#8221;,explicit_hate
9224,Fuck Ur god until dat faggot strikes me down,explicit_hate
9228,Fuck a lame nigga than you a lame bitch,explicit_hate
9242,Fuck ass redskin corners,explicit_hate
9247,Fuck boi fag,explicit_hate
9256,Fuck her pussy fuck her mouth fuck her ass cause she nasty,explicit_hate
9272,Fuck that hoe??? thats exactly what dese hoes doin. Gettin fucked nd yall niggas the one to blame,explicit_hate
9274,Fuck that nigga's shit up! Olivia's pussy got Fitz going batshit!!!,explicit_hate
9276,"Fuck that niggah he so weak, he cant tell that you a freak",explicit_hate
9295,Fuck u niggas gonna do not a mfka thing oh bitch ass wack ass nigga y'all some fake ass people,explicit_hate
9307,"Fuck you faggot ""@Aloha_Hoesss: Grow up RT @80sbaby4life I'm gonna be an old ass man STILL playing video games""",explicit_hate
9308,Fuck you fuck you you stupid cheating bitch go lick a dick and die ur a stupid nigger bitch,explicit_hate
9309,Fuck you ghetto ass coons,explicit_hate
9322,"Fuckin' #faggots, man. #science knows these FUCKS can't procreate without the help of ""breeders"" but we treat them #fancy? #sin",explicit_hate
9327,"Fucking faggots @DMVFollowers aren't from or live in DC, Maryland or VA",explicit_hate
9329,Fucking gook,explicit_hate
9332,Fucking hate my coon ahh uncle,explicit_hate
9335,Fucking redneck queers and their game invites,explicit_hate
9340,Fucking with these hoes nigga don't be no dumby,explicit_hate
9342,"Fuckkkkk!!! My nig a g tho, he gonna come back",explicit_hate
9346,Fuk wit a real nicca,explicit_hate
9349,"Funniest yt comment I ever received was ""Niggers gonna nig *shrugs*"" .. lmao racist muthafucka caught me off guard",explicit_hate
9357,"GEEZ..... I think #NorthKorea may be right. #BarackObama is a monkey! Surely acts like one. 
 http://t.co/y09Waoe4EM&#8221;",explicit_hate
9372,Gabby's a bitch and has two accounts,explicit_hate
9386,"Gave her that ""move it lil nigger"" push smh.. http://t.co/EKdSI8pQdD",explicit_hate
9389,Gay ass nigga &#128514;&#128514; bitch you thought you thought,explicit_hate
9393,George michael such a fag,explicit_hate
9418,"Getting hit off a cunt thats about 6 foot sideways and a cunt that was in the army lol, i dini care, yous are fuckin laughable",explicit_hate
9449,Giving you that trailer park trash. #transformthursday #ladykimora #vegasqueens #vegasshowgirls http://t.co/5BbMhApHrD,explicit_hate
9455,God I would sell both my nuts to watch LeBron tear his ACL right now and watch all those pussies kill themselves,explicit_hate
9487,Good Mernin faggots http://t.co/3ZPTPqFkTl,explicit_hate
9488,Good Morning to lightskin dyke bitches with Steven Segal ponytails.,explicit_hate
9500,Good morning coons.,explicit_hate
9559,"Gotta love rednecks. Loud, stupid, stubborn, and full o schitt.",explicit_hate
9653,Happy Columbus Day! Even #BillMaher likes #cocaine and #Columbus!!! What the fuck is wrong with you #liberals? Fuckin' #moron #retards....,explicit_hate
9669,Happy birthday to this coon ass nigga buckcity @ThatLatsonKidd,explicit_hate
9670,Happy first day of college nigger @MorbidMermaid,explicit_hate
9684,Hate this dyke,explicit_hate
9695,Have you Eva asked a nicca where dey got sum fake designer frm,explicit_hate
9714,"He ain't shit girl, &#128175;he a bitch made nigga !",explicit_hate
9764,Heard that bitch gtta thang for them boss niggas,explicit_hate
9797,"Hey @RSherman_25 you're a nigger #racismisaliveandwellbro , learn from other blacks in the league on how to conduct yourself",explicit_hate
9807,Hey my folk. This nigger loving Jew boy @Deuterostomes asked if I was making death threats against his goat fucking people. Fuck him.,explicit_hate
9812,"Hey. @BarackObama. Don't be like a stupid white bitch in some horror movie asks #America to hide from #ISIS behind some chainsaws. M,kay?",explicit_hate
9825,"His big ass smile, his eyes is chink.",explicit_hate
9837,Hitler didn't finish it. Can u. If a nigger ur Jew confronts u in the street what then.,explicit_hate
9862,"Hoes thnk they ""won"" when the nigga thats ridin the fence start givin them a lil attention... what u won hoe? A wishywashy ass nigga? Oh.",explicit_hate
9873,Holder&#8217;s Justice Department Isn&#8217;t Interested in the Facts in #Ferguson http://t.co/7vH4tyPMht These race hustling bitches are DISGRACEFUL.,explicit_hate
9887,Hood niggas and bitches love emojis lmfao,explicit_hate
9978,I ain't been to the fair since I was like 8 and I haven't wanted to go since then either for some reason. Too many niggers for me,explicit_hate
10009,I already know you trash if being tatted is on the list of things you want in a nigga..,explicit_hate
10050,"I be sayin I'm done drinkin everyday but then one of my friends hit me up like ""I gotta case"" and only faggots turn down free beer",explicit_hate
10059,I be waking up on some new shit like fuck that bitch shit,explicit_hate
10083,I bet you think you a no-chill savage huh. Fucking faggot @KILLSemaj,explicit_hate
10115,I can't blow bubbles or whistle. I'm basically retarded.,explicit_hate
10121,I can't fuck a scary hoe.,explicit_hate
10122,I can't fuck any ol bitch niggas be desert dicks out here&#128557;,explicit_hate
10176,I didn't forsake all other bitches for my wife to be getting fucked on by another nigga. and you know she married? you gotta die.,explicit_hate
10182,I do da flow in a temple today fo nuttin. And dat Jew wit the funky hair tell me I subhuman. He tell me I ain't no mo human den a monkey,explicit_hate
10258,I dont even say nigga i say nigger. Im like Chuck Norris. I say the nigger word without checking over my shoulder.,explicit_hate
10294,"I feel sorry for mexican and Asian niggas, they got the worse shaped bitches on earth.",explicit_hate
10307,I forgot how white trash Texarkana was... Well it is arkansas so.... &#128514;,explicit_hate
10321,I fucking hate you niggers bruh... http://t.co/OeTK4f94BO,explicit_hate
10437,I hate all these industry fags. I hope they all get the Nigerian Summer Flu,explicit_hate
10450,I hate dumb bitches,explicit_hate
10451,I hate fat bitches,explicit_hate
10472,"I hate that my mom says she trying to move out here... Like bitch the only reason your ""trying"" is because you don't have a place to live..",explicit_hate
10477,I hate the ghetto trash at the special school across the street from my building. All of them will grow up to be criminals.,explicit_hate
10478,I hate the white trash cops who raped and murdered my infant daughters and son.,explicit_hate
10499,I hate when black people try and be white so bad ... Your a nigger,explicit_hate
10515,"I hate when people tell me I have to many tattoos, and they make me look ugly. Like bitch fuck you",explicit_hate
10520,I hate when white trash try to act like they're my equal. It only makes it that much clearer how white trash they are.,explicit_hate
10523,I hate you niccas! Lol http://t.co/NqSYeQhGOZ,explicit_hate
10560,I hope you get eye cancer bitch.,explicit_hate
10601,I just wanna slit this mf throat,explicit_hate
10608,I just want to punch you in the throat when you get my order wrong stupid bitch at sonic,explicit_hate
10631,I know righttt RT @dta_87: I hate fat loud bitches,explicit_hate
10644,I knows y'all white folk only be playin wit me. I colored and I knows my place,explicit_hate
10653,I like Chinese buffets but I hate all the chinks,explicit_hate
10669,I like how niggas try an come at me and im like do it then bitch and they dont do shit. Pussies,explicit_hate
10676,I like taking niggas hoes but I stop doing that &#9995;,explicit_hate
10701,I love all people for who they are but there's this one fag that goes to my school that can catch a ninja star to the face ASAP,explicit_hate
10711,I love fuckin wit people. I be givin greedy ass nigas old as crackers wit expired cheese dey be callin me like&#8221; nigga im shittin likea goose,explicit_hate
10764,I missing something of my ofay friends. Day all scared by da recent happenings. Don't chu worry...ol Lamar say you like da colored folk,explicit_hate
10793,I need to chat with @SpaceJam_Teeg . Where dat nicca at? Lol,explicit_hate
10798,I never had any friends the entire time I lived in #Virginia. No one was cool to me. I hope those white trash Southerners all die.,explicit_hate
10819,I prefer Jameis Winston to not speak on TV at all. Damn coon.,explicit_hate
10833,I really get upset when my lightskin friends have another cute dark skin sidekick..like Im supposed to be the only cute darkie u hang wit &#128545;,explicit_hate
10840,I really just want to kill some towel head terrorists already &#128530; can high school be over now please?,explicit_hate
10906,I still think snap chat for faggots and High Schoolers,explicit_hate
10929,"I swear these anon fags go to protests just to take pictures to post to Twitter. ""Look, I was there...Like me""",explicit_hate
10968,"I think dat @Miss_Facetious called me a nigger!
What do move away from da dark side mean?",explicit_hate
10972,I think this nigga retarded G,explicit_hate
11070,"I wasn't calling you a faggot, but you are one lol.",explicit_hate
11097,"I wish faggots like @tyga would stop making music, rack city was fucking awful. Get the fuck outta michigan.",explicit_hate
11116,"I wonder if that Latino strategy is working?@TPM: GOPer doubles down on ""wetbacks"" but backpedals on ""shoot on sight"" http://t.co/QwlPxxsUIb",explicit_hate
11129,"I would like to apologize to anyone I have called fat, stupid, gay, nigger, jew or retarded. I am truly sorry.... 

JK 

Just trolling

Fags",explicit_hate
11230,I'm already tired and mr stupid af decides to show us a video on trigonometric notions so um yeah I just wanted to say you're a hoe,explicit_hate
11284,"I'm going to sell my iPhone and both my Macs, I don't support faggots.",explicit_hate
11312,I'm just upset they got faggots on this show,explicit_hate
11319,"I'm literally laughing in shock, amazement, joy. In...just everything. In everything! Pop the champagne American queers. We have arrived.",explicit_hate
11345,"I'm not weird, you're just a faggot",explicit_hate
11346,I'm obviously not talking about CoD because that game is for queers.,explicit_hate
11373,I'm seeing more &amp; more niggers migrating further up liberty rd... smh,explicit_hate
11391,I'm so sick of u niggers...,explicit_hate
11398,"I'm starting to not like meek, this nig a lil to arrogant for me",explicit_hate
11406,I'm sure @AFP would add this helpful parenthetical explanation if these were redneck peckerwood teabaggers. https://t.co/zkqg5WfE5R,explicit_hate
11531,"If a spic ever talks to a white person and the white person kills them, it's self defense.",explicit_hate
11573,"If some one isn't an Anglo-Saxon Protestant, they have no right to be alive in the US. None at all, they are foreign filth.",explicit_hate
11574,If someone is part of 'James X' then he's a white trash cultist.,explicit_hate
11606,If yer gonna continue to be a contrarian bitch... go die then. I've no time for such trifling!,explicit_hate
11653,"If you kill all cops and cracker babies, what next?????? Black states, white states, and Latino states? Isn't that moving backwards?",explicit_hate
11666,"If you say any of the following words the convo is over: nigger, nigga, swag, yolo, fag, retard.",explicit_hate
11681,"If you would have followed George Washington in 1776, it means that you're white trash.",explicit_hate
11752,Im soooooo tired of this dick dyke showing up on my fb feed. Real studs dont fucc niggas. Just be bisexual.,explicit_hate
11829,Ion care fuck that hoe &#9996;&#65039;,explicit_hate
11845,Iont see how some of you niggas fags!!,explicit_hate
11862,Is there a full moon out? #CrazyAssholes out in full force and I'm not talking about muzzies or liberals&#8252;&#65039; And I'm in the mood to oblige.,explicit_hate
11893,"It happens AGAIN!! Black pack beats ""whitey."" This should make national news. http://t.co/izKoA2Xb",explicit_hate
11903,It really is too bad that #California had faggot marriage forced upon her after her citizens declared it illegal.,explicit_hate
11907,It stinks in here must be then pussy ass niggas talkin shit #tomyfacebro test me,explicit_hate
11910,"It was nice of you to unfollow me, fag",explicit_hate
11924,It's a lot of Uncle Tom ass niggas out here.,explicit_hate
11954,It's levels to my bitch you can't fuck her nigga cause she like red bottom you can't afford her nigga she got Benz you riding honda accord,explicit_hate
11976,It's so shady when you bitches talk to guys w/ girlfriends that's so disrespectful to do to another girl,explicit_hate
11984,It's this dyke chick cut hair in the barbershop look just like Future,explicit_hate
11987,"It's time to mock ""Halftime in America."" How 'bout ""Wake up America,"" we have radical leftists running the country. http://t.co/9Eyi0K8w",explicit_hate
11990,It's unbelievable to me that there are Americans who refused to kill the okies. That means all Americans weak willed trash.,explicit_hate
12026,Jai may make an appearance at the party... love that fag,explicit_hate
12038,"Jason admitted you're a stuck up bitch lol, which you are. Think you're so much better than everycunt, naaaaa",explicit_hate
12052,"Jennifer Lawrence's nudes sooooo trash. Im still smashin though, no doubt",explicit_hate
12086,Johnny Rebel - If I could be a nigger for a day: http://t.co/JPKdkpbjxh,explicit_hate
12087,Johnny Rebel - Quit your bitchin' nigger!: http://t.co/uCGhrY7zGe,explicit_hate
12171,"Just to get u mad go on your search bar on here and search up ""stupid niggers"" &amp; hop on somebodys head then mention me lol @stonethegreat23",explicit_hate
12176,"Just watched the scene in zero dark thirty where they pop Osama's bitch ass 
#U #S #A",explicit_hate
12189,Kanye west is a faggot,explicit_hate
12207,Karmas a bitch and so are you. You'll be getting along just fine real soon.,explicit_hate
12225,Kick dem fucc niccas out da spot,explicit_hate
12239,Kim Kardashian look like a tranny with all that surgery,explicit_hate
12244,"Kip Tokuda, yellow guy working to niggerize the Seattle PD, died. Too bad there's another POS hiding in the wings to replace him.",explicit_hate
12254,Know why the ultimate warrior died? God LOVES fag #toosoon ? He was an anti-gay crusader so a little light jokes are necessary,explicit_hate
12295,LRG ass nigguh,explicit_hate
12306,Lakers are trash right now.,explicit_hate
12317,Late night phone convos with my hoomie that nigga a gook,explicit_hate
12344,Lemme find out that bitch nigga talking shit,explicit_hate
12385,Liberty and justice for all RT @ThatAngryNigga Go get me a sandwich nigger or I'll kill you,explicit_hate
12465,Literally every man in my fam copped a bad white bitch as a wife. I ain't even boutta break da chain. Unless a latina comes around,explicit_hate
12473,Little fucking gook who smells like shit. An than thinking they're the motherfuckin boss. THE FUCK!,explicit_hate
12482,Lmao Lebron's expression says it all RT &#8220;@InkMyHoleBody: This nigga is a fuckin faggot https://t.co/GSGhiZMdmW&#8221;,explicit_hate
12485,Lmao RT @Handsomeesco_55 If u live wit ya girl and u do dishes u a faggot,explicit_hate
12496,Lmao let these hoes be hoes ain't no Savin nem,explicit_hate
12512,Lmao! You niggas regionally picky about hoes now. Just say anything on Twitter. Makes it's fun tho,explicit_hate
12526,Lmaooo RT @Handsomeesco_55 She a tranny if she can open a jar of pickles by herself,explicit_hate
12585,Lol Nicca dime game got soo much clout niccas goin to da store to buy sum dice,explicit_hate
12587,Lol RT @JayFucknHarris: Youuuuu got niggas but I don't got bitches,explicit_hate
12624,Lol you're a cunt liar and I hope you drop dead k :-),explicit_hate
12626,"Lol, so since I'm from the south I automatically sound like a fucking redneck. Hahahaha how about fuck you, stupid ass.",explicit_hate
12641,"Look at this coon ass nigga here..... Standing on a damn toilet, looking around for his manhood...&#8230; http://t.co/3WyPsnRLu3",explicit_hate
12643,"Look at this little faggot.
""@Kellz622: Tell her she's beautiful as much as you can. It'll make her smile""",explicit_hate
12688,"Lynch mob thugs threaten Zimmerman jury; &#8216;N*ggas coming for that bitch ass&#160;jury&#8217; http://t.co/XY6v2YtyAS The hatred won't stop flowing,,#War",explicit_hate
12716,Man @Fugazi3011. Ducked me like a true hick. Would have split that white trash faggot lid,explicit_hate
12722,Man I swear today's like nation hit tony while he's driving day.... This chink almost smashed into me...,explicit_hate
12792,Mayweather is a pussy hes only winning cus he picks his fight and he picks the nobody fighters . #fightPacquiao @FloydMayweather,explicit_hate
12795,Mcdonalds pipe self defence beating: http://t.co/Gk5wbObJTC This is one nigger who's hand I would shake. That's how you deal with sheboons.,explicit_hate
12826,Members of non-traditional religions are all sub-human trash.,explicit_hate
12845,"Michael Sam being cut further proves that we fags don't belong in football or #NFL, it is a heterosexual sport for heterosexuals.",explicit_hate
12858,Minus all the retarded poor bots.,explicit_hate
12906,Most niccas broke but always n the limelight,explicit_hate
12932,Must have been a light skin hoe &#8220;@CampaignMindy: Lmfao wtf she mean af &#128557;&#128557;&#8220;@TrickingGawd: HE WASNT READY BRUH RIP!! http://t.co/lJRqrdBMfi&#8221;&#8221;,explicit_hate
12949,My advice of the day: If your a tranny.....go fuck your self! http://t.co/W5G2zhZkU6,explicit_hate
12962,My best friend loves Justin beiber what a fag &#128557;&#128514;&#128557; @Cryystalina,explicit_hate
13023,My doctor tonight is such a miserable cunt. Even my nurse is pissed off. She's been here since 7PM and hasn't come to see me once.,explicit_hate
13035,My eyes feel so chink eyed,explicit_hate
13070,My managers a stupid cunt yes I said it,explicit_hate
13088,My neighbors be sick when i wake um up to all this nigger music ctfu,explicit_hate
13103,My nig jus said ain't nuttin worse den a fat loud hoe.tru fuckin story,explicit_hate
13206,Naw RT @BakeGriffin Am I the only one mad that ESPN gonna be talking about faggot ass Penn State all week?,explicit_hate
13213,Need a bitch to drop it down for a niggah,explicit_hate
13260,Next time u gone call a darky a nicca..call dat coon a jungle bunny#Boondocks P.S. I... http://t.co/ug647wUIE4,explicit_hate
13291,Nigga just had them crackers on a chase.,explicit_hate
13303,Niggah niggah niggah don't believe me just wacthh...,explicit_hate
13308,Niggas actin like hoes most of em bitches,explicit_hate
13313,"Niggas are so fucking gay... And they try to cancel it out by saying ""nah were bros it's cool"" nahhhhhaahahahaha you a faggot bruh",explicit_hate
13319,Niggas be in they feelings when they find out their hoe fuckin another nigga #StopSavinTheseHoes,explicit_hate
13328,Niggas deserve better bitches,explicit_hate
13346,Niggas sleepin with bitches grandmas??? Lmfao maury fake af,explicit_hate
13355,Niggas wear wigs more than bitches these days.,explicit_hate
13362,Niggas/bitches cheat cause mf's always think they gettin played,explicit_hate
13382,"No half-breed spic has any right to say anything to any Anglo ever, and should be killed for doing so.",explicit_hate
13394,No one goes into psychiatry to help people. Those people are all immoral. Everyone who works in that field is pure trash.,explicit_hate
13397,"No police department that hires gypsies, half-breeds, and nigglets should be trusted.",explicit_hate
13404,"No these are only whites pies.
Well do you have any negro pies?",explicit_hate
13413,"No. Its wrong to try to change #faggots&gt; There is no ""therapy"" so #tcot should understand and sympathize like they are #retards&gt;",explicit_hate
13424,None of us went to these PRESTIGIOUS establishments so we're clearly not as superior as these fucking retards...,explicit_hate
13433,"Not All Straight Men - I am frustrated. Unlike on OKCupid, queer folks don&#8217;t have the ability to block... http://t.co/hBF2xZa0ke",explicit_hate
13460,"Not trying to follow any spooks, no offense ...",explicit_hate
13508,OMG @FrannyHilIson: @pattiemallette ugly faggot. Your a bad mother. You should kill yourself like Robin Williams,explicit_hate
13519,"Obama&#8217;s faves: Muslims, black ghetto trash http://t.co/qTfjRAijwn via @worldnetdaily",explicit_hate
13524,Of course my #faith for #baseball is off this year. BECAUSE OF #BARRYBONDS you goddamn retards!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! #morons,explicit_hate
13572,Ok. Did this bitch just say wut I think she.said? I believe u just described urself dumbass,explicit_hate
13611,Omg!!! You won't say it to my face! Stupid ass hoes talkin shit!!! Imma whoop her ass!!! *over dramatic teenage girls*,explicit_hate
13616,On UPenn campus all the black chicks here are trash but they're gonna be paid,explicit_hate
13660,Only Americans would hire white trash with ties to international terrorism as police officers.,explicit_hate
13669,Only faggots use white ds's,explicit_hate
13670,"Only fags say ""swag"" shits mad retarded.",explicit_hate
13686,Only retards retweet fuckry,explicit_hate
13695,Only white trash watch football.,explicit_hate
13697,Only white trash would call slants and hindis and moslems their equals.,explicit_hate
13698,"Only word I can understand on #BlackJesus is ""nigger""... Heavily disappointed in this show. AaronMacgruder stuff blows, IMO.",explicit_hate
13718,Or the teach might get u got RT @abstraktalante: I really hate a disrespectful ass bitch in class. The professor is talking you STFU bitch.,explicit_hate
13722,Oregon losing IN OREGON ahhhahahaha faggots,explicit_hate
13755,"Pantera - 5 Minutes Alone http://t.co/SrN5Yc16 @chrisrock 5 minutes, pussy boy..I'll crush you.",explicit_hate
13776,"Peace fags, just remember I'm best Lux support NA. Drop LustBoy pick me and Kakao up TSM.",explicit_hate
13781,Pennsylvania is white trash and is so are all Pennsylvanians.,explicit_hate
13782,People are fucking retarded lol,explicit_hate
13790,People get more and more retarded everyday,explicit_hate
13794,People on this site are fucking retarded sometimes,explicit_hate
13799,"People who enjoy shows like @SouthPark and @FamilyGuyonFOX are douche bags. Usually white trash, too.",explicit_hate
13800,"People who go to church in Hollywood, CA are all white trash filth.",explicit_hate
13801,People who grow their own vegetables are nothing but common peasant trash.,explicit_hate
13802,People who live in #theNetherlands are unwashed trash.,explicit_hate
13805,People who play #roleplayinggames are human filth and don't deserve the same respect you'd give a mosquito. They're soulless gutter trash.,explicit_hate
13817,Phillip Rivers look like he almost wants to call dude a nigger for that bad play,explicit_hate
13861,"Playing to white guilt lasted one last time, whitey felt 'absolved', it ends today. It ends in the fields/suburbs of Pennsylvania.",explicit_hate
13879,"Pop a nigguh, sound like crisco",explicit_hate
13888,Porch monkey 4 Life,explicit_hate
13934,Punk ass broke faggots.,explicit_hate
13974,"RINO trash like @SpeakerBoehner, @KarlRove, @FrankLuntz see conservatives as the Democrat Party see blacks. As their slave property. #tcot",explicit_hate
13978,"RT ""@TIMAtheRACER: Wow do we have another faggot? &#8220;@ShinobiCelsius: TIMAtheRACER wow do we have another Cam hater? lol&#8221;""&gt;&gt; dat dude is nice",explicit_hate
13979,"RT ""@_ThatGAPeach: &amp; alla my niggas hot boys , so don't bring no ice in this bitch &#128130;&#8221;",explicit_hate
14042,RT @602StrangeAngel: Your Swags off fag sauce,explicit_hate
14054,RT @A1lovely_: At least i say im crazy...some nigga gotta find out a bitch wild when she shooting at they ass &#128514;,explicit_hate
14089,"RT @ASAP_Ford: I hate when a nigga ask me ""Where the hoes?"" .... Nigga idfk !",explicit_hate
14141,RT @AlfanoLisa: @Chris_1791 @MariaChappelleN Gee isn't cracker a racist term? So tired of these race baiters.,explicit_hate
14198,RT @Annnna_dav69: I hate trailer trash &#128567;,explicit_hate
14204,"RT @AnthonyBialy: Well, Maryland is just a bunch of hateful rednecks, anyway.",explicit_hate
14212,RT @Arbogucci: Brandon Phelps a hoe ass nigga And wen I see him I'ma smack him like da lil bitch he is #300,explicit_hate
14217,RT @AriesSpears: These young cats being drafted in the NBA today are walking lotto tickets! Wait till these niggas find out that pussy come&#8230;,explicit_hate
14234,RT @AssholeOfDaYear: Rudy Gay a faggot for not changing his last name once he got money.,explicit_hate
14235,RT @Asshole_God: Hate fags? The answer's yes.,explicit_hate
14251,RT @AyeeDeb: Ray J is the perfect example of what happens when you give a lame nigga some pussy.,explicit_hate
14258,RT @BALTsneakerShow: Water is wet. RT @202SOLE: Nike DC is trash.,explicit_hate
14289,RT @BadNewsAli: Look at ya boy @Quanb24 RT @DrydenNeal: Nigga a faggot RT @So_Leaux: Bruh RT @worstrapIyrics: Chance The Rapper http://t.co&#8230;,explicit_hate
14334,"RT @Beaadawgg: Why do the trashiest, really ghetto girls always get the most likes and comments on insta? Boys up and down their pictures a&#8230;",explicit_hate
14350,"RT @BenjaminNorton: Remember the ""yellow badge"" Nazis used? 
Israel is making Muslim women carry a yellow badge order to pray in Al-Aqsa.
h&#8230;",explicit_hate
14364,"RT @Bidenshairplugs: Anybody who trashes their own neighborhood after a perceived injustice is a fucking moron. 

#Ferguson",explicit_hate
14417,RT @BlakeAnderson21: @weston_diamond @sleezy_jeezy @justinmiculka01 not about to shoot this pussy! Ima beat his face into the asphalt t ...,explicit_hate
14491,RT @BroganWebber: Beyonc&#233; is trash.,explicit_hate
14527,RT @Buckm00se: chava needs to stay in his lane and keep sending gyro to hell you dont want it with the big boys you dirt infest ass beaner,explicit_hate
14528,RT @Buckm00se: if i dont get drafted for the squad we gonna have some problems drop the faggot jesus,explicit_hate
14529,RT @Buckm00se: kill this beaner,explicit_hate
14561,RT @CHlLDHOODRUINER: who else hated this bitch nigga ?? http://t.co/8jwGmV4Yet,explicit_hate
14566,"RT @C_Phil_13: Man... I was trying to eat &#128555; ""@kylegotjokes: ""Nigga you said it was bitches out here, I showed up for nothin!"" http://t.co/u&#8230;",explicit_hate
14591,RT @Cancerous_Kevin: @TimRossComedy @Michael_Craig12 I feel like Tim Ross is a nigger,explicit_hate
14601,RT @Carlozxivir: @VocaToaster ching chong,explicit_hate
14669,RT @CheyenneWright_: @villasenor_30 it means you're a faggot lol,explicit_hate
14675,RT @ChiefKeef: Dat bitch Katy Perry Can Suck Skin Off Of my Dick,explicit_hate
14686,"RT @ChingonAbe: &#8220;@staycoolwheels: @mjs79 well he is at Genos. So he is the ultimate faggot&#8221;
@elmaestro1 got to show this queer how to eat &#8230;",explicit_hate
14701,RT @Chvntre: sometimes I wanna upper cut this bitch but I don't know if she's special ed or not,explicit_hate
14709,RT @ClassicBray: Lmaoo RT @PacDaGoat: That's a legal tackle faggot RT @PP_Rich_Hill: Seriously? http://t.co/guMZewrpy3,explicit_hate
14728,"RT @CloutGod: Horrible rapper #1 Tyga - Most trash rapper ever ""She want a yellow nigga, corn on the cob"" I smacked my mom when I heard him&#8230;",explicit_hate
14760,RT @Comp10Tx: Lowkey called that faggot a faggot.,explicit_hate
14769,"RT @Coolie_GBE300: It's 2014 &amp; you niggas still runnin round sayin ""Yall don't eat pussy"". Y'all must be suckin dick.",explicit_hate
14779,RT @Cougar745III: this girl comes into class with fried chicken and pulls hot sauce out of her purse i mean come on how ghetto &amp; Stereotypi&#8230;,explicit_hate
14807,RT @CuhCuhCraig: Is that Kawhi Leonard? Smh RT &#8220;@iDntWearCondoms: Wow u really gonna leak ou.. Nvm RT @MsJoseline: Ion need I fuc nig http:&#8230;,explicit_hate
14838,"RT @Cuzimdaddy_: !!! @5feet_0inches is dis wrong??? ""@_100d: If you fuck wit a lame nigga you a lame bitch""",explicit_hate
14845,RT @D9Rize: @TerrorFranchise @D9Oxy Stfu faggot a clip is 4+ holy fucking tittyy shit,explicit_hate
14880,RT @DRNRDX: @BrandonFxrd you're not safe pussy boy looooool http://t.co/TocJ1WxRYK,explicit_hate
14900,"RT @DaTbOySmOkEyy: Shawty said you not gone understand america unless you went to a PWI school, crackers already brainwashed her smh lol",explicit_hate
14972,"RT @DefendWallSt: ...wow? RT @1SleepingGiant: Whatever! Fuck all those assholes. They're niggers, they all look alike to me.",explicit_hate
14973,RT @DefendWallSt: Tell me how you really feel. RT @1SleepingGiant: those little #ISIS faggots usually have bags over their heads anyway.,explicit_hate
14984,RT @DessantiGina: @TonyJRodriguez @WolfVanHalen so tony I think yr a rude little cunt and too too young to even know what real rock and rol&#8230;,explicit_hate
14985,RT @DestroTheNoble: I don't support that ya idiot. And if I'm a teabagger you're being teabagged. #OpenWide @nekolin @1SleepingGiant,explicit_hate
15009,RT @DivaMonRoe2uHoE: Niggas always wanna talk about how God is against gays.. What about that pussy you was eating last night? Ain't God ag&#8230;,explicit_hate
15055,RT @Drizz_LakerKing: Horrible RT @YeIIowbang: Invader Zim was trash,explicit_hate
15087,RT @ERlKTweets: what the fuck is this disgusting nigger from the movie captain phillips doing on the red carpet for the oscars what the fuc&#8230;,explicit_hate
15093,RT @EarlyLegend: I don't fuck with these hoes &amp; I don't fuck with niggas that's fuckin these hoes,explicit_hate
15120,RT @ErikCochrane: @tonydecola &#128514;&#128514; my nig,explicit_hate
