text,class
RT @KILLSheredon: you the nigga in high school who got shoved into lockers and thrown into trash cans @TvvitterRoasts,offensive
I be like nigga you's a real mark ass bitch for that lol,offensive
A nicca ain't do shit all day,offensive
Tail light out not giving a fuck Rollin up on a bitch wit da head lights off,offensive
@WyattNuckels shut up niglet,offensive
"RT @MrBrenBren: ""@1waynostra: These bitches crazzzyyyyyy"" maaannnnn",offensive
"RT @carterazoo: My nephew on Adam Rose: ""I bet he ain't got no hoes though.""",offensive
Detroit nicca but I'm good in the A!!,offensive
"RT @TheFakeESPN: Johnny Manziel&#8217;s bye-week stat line:

Bud Light Platinums: 23 | Shots of Patron: 8 | Side bitches: 5 | Fucks given: 0",offensive
I dont love these hoes .,offensive
"Momma always told me I was crazy , am the hoes say I'm amazing but I don't listen to a lady !",offensive
This office is used to pound some&#160;pussy http://t.co/x8jlLf0fA9,offensive
Lashontae a bad bitch times 3,offensive
"RT @Matthops82: In conclusion, Lois Lerner is a giant bitch.",offensive
"RT @Kash_Stackz: Him: your nudes are safe with me.
Her: *sends nudes*
Him: *calls homie* aye, why this hoe send me this trash ass nude, yu &#8230;",offensive
Trap drugs be getting all kinds of bitches lmao,offensive
"@letsdancemofos @markkelly1983 haha, I've swatted that little bitch around all night, starting to feel a bit sorry for him, seriously.",offensive
Just said bye to @ParkerWidly. Last time I have to see his bitch ass for four months #ThankGod,offensive
I should've fought you when I was over there if only I was myself and I haven't popped that talking about u only need two hits bitch please,offensive
Light skin niccas always wanna try to be Ike Turner! Lol RT @LuckyLucci5: @VonshayeB only if u can take one back&#128514;&#128514;&#128514;,offensive
Stop giving these hoes half azz Dick plow it deep make her scream nd cream http://t.co/hwBWj9ui,offensive
"RT @fOREiGNCRAZi: Nosey ass hoes , I hate em. Always finding shit but can't find a man to date em &#128530;&#9995;",offensive
RT @woohdakidd_74: &#8220;@Shane_A1: I did use to buy 2 tees n wear both dem bitches at the same time&#8221;lame ass lol,offensive
I tell this bitch followback. She RTs me saying followback. Then doesn't followback. Blocked like fuck,offensive
Damn this bitch nasty lol,offensive
"They be looking at Tom Brady while he going off on tge sidelines like, Whatever bitch. Lol",offensive
"RT @ShabbaCranks: Running a train is fucking a bitch, you finish. Then somebody else come in and fuck the bitch. That's a gangbang speak of&#8230;",offensive
My Instagram song ain't bout me postin pictures it's about how hoes not allowed to post pictures of me and I ain't posting none of them &#128076;,offensive
Japanese teen has her trimmed pussy toyed by a green&#160;vibrator http://t.co/jC8AZqu6nr,offensive
@lucioxnava how about darkskin dykes?,offensive
Fuck drama class. This bitch boring as hell,offensive
Twitter niggas always want you to have unprotected sex with these nothing ass bitches. NAH,offensive
"@marissarose_10 
Your mouth
Your pussy
Your ass
My dick
And a sandwich after we fuck.
What kinda question is that?",offensive
RT @CallMeRenee_: &#8220;@1inkkofrosess: @CallMeRenee_ wussup bitch&#8221;cooling hoe,offensive
@shaelynspacyyy they trash though?,offensive
RT @HBCUfessions: Us dykes get more play than most niggas! -FAMU,offensive
RT @SteadmanTerri: @wheeler_kashhh bitch waaaaaa??,offensive
"@noPOPULARity_ lmaoo one nigga had that 2nd pic as ""Looove that pussy from Popeyes!"" lmaoo that shit killed me",offensive
"RT @Blakeanthony98: &#8220;@Thompson_Era: &#8220;@hiagokoury: That hoe smashed the whole team !&#8221; 

&#128557;C&#128514;H&#128557;I&#128514;L&#128557;L&#128514;&#8221; Lmao y'all fools&#128514;&#128514;&#128514;&#128514;",offensive
I won't say how many bitches I fucked but i might say how many 100s I touched &#128178;&#128178;&#128178;,offensive
Floyd please deliver me from temptation as I oh so wish this bitch would hurry thee fuck up so I can surfboard on my bed.,offensive
@YungOBG hoe meter went off!,offensive
"RT @mackgotti: &#8220;@SMCo71: "" all my hoes stay mad at me i keep em hot guess they got a fever ""&#8221;&#128514;",offensive
RT @memethagreat_: When you know you dealing with hoe &#128583;,offensive
RT @wittybigtwittys: I use the word cunt very loosely,offensive
RT @ILongDickHoes_: When bitches say that your dick game is stupid http://t.co/cW5uOqx4DS,offensive
"Seven digits niggas, two commas hoe.",offensive
RT @Whiteboyyx01: Behind that twinkle in your eyes I can see the bitch in you &#128064;&#128076;,offensive
real nigga shit she wanna be a righteous young rich nigga bitch,offensive
Its funny how these hoes will be texting yo phone all day and then 3 days later have a boyfriend &#128514;,offensive
I'm just gonna get my dog to eat a bitch,offensive
"No officer I wasn't drunk driving, I was swerving on them hoes.",offensive
RT @christeaa: Can't turn a hoe into a house wife babbyyy.,offensive
RT @CharlesBWaffle: Bitches be in internet relationships tho. Like yous a lonely hoe,offensive
Starks being a faggot,offensive
breh it's a polygamist town in arizona if u wanna have bitches on deck move there,offensive
RT @GuyCodes: One loyal girlfriend is worth more than a hundred hoes.,offensive
"RT @pound_Mytweets: ""@wheeler_kashhh: http://t.co/PtQA8LZqEA"" &#128525;&#128525;&#128525; we gave bitches something to be mad about . !",offensive
These bitches dead be sucking and fucking niggaz with no condom...then wanna rock a whitw dress the next day like bout dem clean,offensive
So Sterling bitch gotta he a hoe.. aye she paid and you're...mad? Dont blame the bitch. She half black.,offensive
LMFAO @jdellasperanza I found my diary me complaining about you being a bitch &#128514; tbt I'm DEAD http://t.co/pl7qsAS15b,offensive
RT @rollieghost: &#8220;@vivalajayxoxo: Women would put up with very little love as long as the man have money..gross&#8221; bitches be with broke abus&#8230;,offensive
I just caught this fat bitch slippin taking a selfie,offensive
RT @CaLvii: @troncat1003 theyre afraid of being a bitch in person,offensive
@ListsBlackTwit @iH8TvvitterHoes @Rosaalbae nigga caping for the bitch like we haven't all seen her nudes already.. What does he want tf,offensive
Lesson: #NFL is 4 heterosexuals. Wat else do we need besides Michael Sam for us fags to get a clue. Breeders have their thing we have ours,offensive
RT @TylerCottam14: Suge knight deserved to get shot that nigga had 2pac killed! #fucksuge karma is a bitch!,offensive
@cody_laws @ me bitch. When and where?,offensive
No saving hoes,offensive
RT @TheKitchensHeat: Don't beef over no bitch..,offensive
You bitch like to text emojis,offensive
@covrtneyyy that was for other bitches lol you cute tho wassup GIMMI YO NUMBA&#128299; IMMA NATURAL TOO LMFAOO,offensive
Happy birthday @Anastacia_Cole I love you faggot,offensive
"Horse racing, bitch.",offensive
RT @SolelyJones: Lowkey Apple made iOS 8 like this so niggas get caught and have to buy their bitches iphone 6s to make up,offensive
RT @49ant: if she lives at home she's a little less likely to cheat on you and be a ho,offensive
That pussy fat whatchu feeding it?,offensive
RT @SomeoneBelow: The person below didn't get a big booty hoe.,offensive
"@KayciMalynn yo bitch, I miss you too.",offensive
"&#128073; RT @OeauxMar: Nigga was smashing his hoe, had his hoe paying for a condo and he still with her &#128514;&#128514;&#128514;&#128514; Yep Fucboy",offensive
@IdiotOlympics @ForTheMen fuck her right in the pussy,offensive
If you don't fuck with @ChrisWebby your either A) slackin B) a turd burgular C) a pussy face. or D) all of the above #WhichIsIt ?,offensive
&#128557;&#128557;&#128557; RT @EsckmoTrent: I swear Niggas use to step one foot off the bus and bitches would be like NEXTTTT &#128553;&#128514;&#128514; http://t.co/XjKUdt4BUB,offensive
"RT @thecoreyholcomb: Every man can't have a bad bitch. But in this country if you got 100$ cash &amp; r willing to go where poverty roams, you &#8230;",offensive
"RT @kiaspeaks: Yall stay tracking pussy miles, but refuse to put any effort into controlling your own peen. But okay...I guess. Whatever ke&#8230;",offensive
"She actin like a hoe i dont want her, id rather just smoke my marijuana",offensive
RT @shoulder_LEEN: &#8220;@intentions_: New York bitches be like #ThatNYCshit #bitchesbelike #newyorkGirlsbelike #hoodbitches LMFAOO&#128514;&#128514; &#128514; https:/&#8230;,offensive
RT @patbeeh95: @iDocLyfe Rick James ain't even slap his bitches that hard,offensive
@juicygenie can a quote this and tag a bitch,offensive
Polo:$80. Levis:$60. Jordans:$180. Snapback:$30. The look on your face when you still don't get any pussy...PRICELESS!,offensive
"@BRIdifferent good dnt be a sucker for these sad mad bitches,",offensive
&#8220;@Quis_2TurntUp: &#8220;@1017_Sqquad: Iont got no type&#8221;bad bitches is the only thing that I like &#128111;&#128131;&#128131;&#8221;aye I'm just living life,offensive
Photo: deafreaperventus: wayward-sons-and-fallen-angels: murderous-crows: *gay intensifies* are you saying... http://t.co/qbktWtWFCY,offensive
"Twitter is like the friend I sometimes forget to visit, and then he calls and acts like a bitchy mcbitcherson with a side of bitch.",offensive
RT @RashadBF: Never trust a bitch that take quick ass showers!,offensive
Bitches get on twitter an turn to saints like they not hoes that shit kill a nigga,offensive
She said pop can u make it rain I said bitch I'm a water bearer I bring da flood I'll make you drown,offensive
RT @RobIsRandomAF_6: &#128514;&#128514;&#128514;&#128514;&#128514;This bitch came to the club with a broken neck? Bitch you serious? https://t.co/D4bpFhPj6x,offensive
@1stBlock_Rody pussy,offensive
That's a legal tackle faggot RT @PP_Rich_Hill: Seriously? http://t.co/lMyhrBKxZX,offensive
The fuck mickey d's gave me... some cookies in a big mac box!! http://t.co/5NWXPQXHnF,offensive
Damn this bitch crazy,offensive
"RT @roach_nigga: yall niggas think i just hang around your crib doing nothing, bitch i be getting bread too http://t.co/6jo2sayr96",offensive
"""@DoYou_Q: Got bitches in the DM but I don't ever read'em"" which is y your top 3",offensive
Why you let these hoes tear what we had right apart,offensive
"RT @WorkaholicAdam: I got 99 problems and the bitch heard me call her a bitch, So now I have 100.",offensive
@laceeybugg comeover here then bitch,offensive
"Like the hoes when they lay w/ me.. Puppy eyes when I go, Sayin stay wit me",offensive
I don't love these bitches OR these hoes; fuck they thought? I love my MONEY!,offensive
dealing with your bitch ass is so annoying,offensive
Will you sell that pussy for me ?,offensive
"@gCan28 @JeremyWGR 

And then everyone bitches anyways. The guy can't win with the fans we have. We would run Revis out of here in his prime",offensive
Big thick pretty bitch,offensive
Switcharoo on yo main bitch me and my NIGGGA hell naw we don't date hoes,offensive
Aye we all needa keep are heads up high who cares if we lost we all went and tried our best &amp;south is a bunch of trash talking pussys ! -.-,offensive
Why isn't Rogers in the game? What a pussy! No heart. Not tough. Where's the out cry? Oh he's really hurt? No excuse. Cutler's tougher...,offensive
RT @bayleebork: @rahshauna keep your avi hoe,offensive
coulda been trash talking that nigga cuz NIGGA GOT SPANKEDDD IN FANTASY,offensive
RT @castabignet: Some people are handed a bar of gold and all they can do is bitch about how heavy it is.,offensive
@shefeelsD_Payne nigga don't be telling my business on this hoe lol,offensive
"Shawty pussy wet, the dope drippn wet &#128166;",offensive
#swayamsevaks all gods are same in all religions in india ...,not_hate
https://www.youtube.com/watch?v=oQQQNx3qthE  ,not_hate
RT @hildismom: MT @jjauthor: US ghettos-driven by liberal ideology; http://t.co/6ONYrmggND #RedMeat,not_hate
@MeowMariss i thought i was the ghetto word for babe,not_hate
no . trump will start to pull away from cruz soon .,not_hate
"There's gonna be a lot of trash talk today
#worldcup",not_hate
elder  you're a bit insane .,not_hate
do some research on when / who formed the klan and you will have plenty of proof if you choose to accept it,not_hate
i'm sure justine damond would reject these actions by you disgraces to white members of the human race everywhere . police violence against anyone needs to be called out !,not_hate
Leading Japanese Scientist calls global warming a hoax https://www.iceagenow.info/leading-japanese-scientist-calls-global-warming-a-hoax/,not_hate
if harvey weinstein converts to christianity & becomes republican  & other fake christians will find a way to say he's a great guy .,not_hate
I'll be a Yankee fan forever,not_hate
"@brandonDGK420 the only boards I still have from them are just the tie dye ones, monkey edition, black and silver , and the newest ones",not_hate
@BlackManUSA @chrislhayes well that's some cracker jack secret service work there. jfk anyone?,not_hate
germans now the minority in frankfurt #swrm via,not_hate
LIVE: Anti-fascist rally in Macerata a week after shooting of six Africa... https://youtu.be/v7bNXbjUXxs via @YouTube,not_hate
missionaries in india : conversion or coercion ? via,not_hate
" rt  "" books are not worth more than their ability to inspire  educate and motivate exceptional people to action . "" "" - """,not_hate
"RT @J23app: Feb 2015
Jordan 4 Retro Remastered
""Oreo""
314254-003
http://t.co/NBOaxG1S19",not_hate
i'm not anti white i'm anti white suprmacy . interesting that you see no difference . all white ppl aren't white suprmscist you know ?,not_hate
white lies that are terrorist are you .,not_hate
"RT @SpenceLynn: Idk how people can just not have a job and stay at home all day watching tv, it was so boring for me to do it 2 days idk ho&#8230;",not_hate
smh RT @DailyMail: NYC cops leave Ebola doctor's apt dump gloves and masks in public trash can http://t.co/aTkLOIqFZZ http://t.co/HVBhWjrKen,not_hate
The value of Abu Qutada&#8217;s statement is that his credentials in Jihadi circles are impeccable. He&#8217;s facing trial on terrorism charges.,not_hate
Another statistical fact; Husbands usually die B4 their wives....... Cause they want to.,not_hate
Yeah our driveway is a mud pit. It seems like the rain is just never-ending at this point.,not_hate
@ArcticFox2016 everybody mocks Obama .Hes an embarrassment to the USA.,not_hate
"Kofi Annan, the former UN secretary-general who won the Nobel Peace Prize for humanitarian work, dies aged 80 #News https://breaking.iavian.net/article/189397",not_hate
"Watch ""Smug Leftist Exposed | Pseudo Intellectualism in Western Europe"" on YouTube https://youtu.be/wpqBvnfPPWc",not_hate
"@gaming @gamingnews    Gab needs a proper gaming category, not 'entertainment' or 'technology'. Yay or Nay?",not_hate
i've had it happen to me more than once . im not doing anything but supporting my country  my flag and my president & im called racist for it,not_hate
white communities ? !,not_hate
RT @xoxo_Geee: Chest tattoos on females are trash .,not_hate
RT @pellucidstyles: they might be called 5 seconds of summer but their songs are 3 minutes of trash,not_hate
#GetWokeGoBroke First Man? 👎👎 No bucks no Buck Rogers  Funding makes this bird go up No 🇺🇸 no money from me @FirstManMovie,not_hate
What a trash franchise. RT @ArashMarkazi: Fergie will sing the National Anthem at the Clippers season opener tomorrow.,not_hate
there are a few white people in america who would like to vote . you have a problem with that ?,not_hate
"Look. I realize you don't like being BTFO'd because your beliefs are fringe, weird, & aren't shared by the vast majority of the Alt-Right.  But bizarre comments, like you just made, aren't helping you.  Doesn't make sense, tbh.  It's ok that the Alt-Right just isn't for you.  There are other groups.",not_hate
"~~Ruffled | Ntac Eileen Dahlia - Beautiful color combination of pink, orange, yellow &amp; white. A Coll http://t.co/H0dYEBvnZB",not_hate
RT @MelissaTweets: Scott Walker investigate. Christie's Bridgegate. Perry's drunk monkey Dem DA-gate. All men innocent. All threats to left&#8230;,not_hate
RT @walshnyc: Which World Cup Teams Are Jihadis Rooting For? http://t.co/ecU754zHKk @versharma @vocativ http://t.co/8z0B7ocMqP,not_hate
"Probably just coding and then catching an early night, I like to get a really solid start off to my new years, yourself? ",not_hate
"There are a lot of examples of politicizing sports, both much more old and much more recent. The latest I'm aware of is all this drama about how American football players should or shouldn't behave when the national anthem is playing. Point is, sports is politics, and it's not possible to separate one from another.",not_hate
Enjoy watching birds? Join eBird,not_hate
AFP reports that Australia is considering fast-tracking visas for South African farmers,not_hate
make that  some black folks  friend ... thanks,not_hate
Day 105.9. Laurel Everly’s EEO Agencies - Senior Executive Service. ,not_hate
how many of those trump supporters have already been banned and censored on social media ? milo  for example  is banned,not_hate
" i agree completely ! i just think i'd disagree with them on what those  "" true tenets "" "" are ... """,not_hate
will the white house move to sanction #israel ? joins #dcwatchlive to discuss :,not_hate
"#Macron is clearly not well. On the one hand he wishes a #Brexit deal to see #Paris strip #London of financial institutions, demand money for the border at #Calais, continue to access British waters for fishing and now also sign up for the fallacy of an #EU army! #France http://bit.ly/2mCZ070",not_hate
@TTUKingsbury morphing into Charlie Weis will never cease to be disturbing.,not_hate
We need to crowd fund this for Movie Bob. Cure his virgin nerd rage finally. https://twitter.com/hannahhaysxxx/status/103490154...,not_hate
"""When Barnett tried to identify himself as a reporter, showing his credentials, the agent replied: 'I don’t give a damn who you are.' "" ",not_hate
RT @RT_America: Russell Brand mocks Bill O'Reilly for proposing Berlin Wall against immigrants (VIDEO) http://t.co/WtzD2MIBf6 http://t.co/A&#8230;,not_hate
yep i did . i was interviewing vanguard america when their account and websites went down . identity was rude when i asked to interview them,not_hate
Please don't take selfies on bed when your pillow looks like a used tea bag,not_hate
"We need to correctly define ""love""  Love isn't an emotion, emotions change with the winds of events, hormones and even other emotions. Love is what you do.  It's coming home instead of drinking with the guys. It's telling online friends that you don't flirt. It's making similar decisions every day. ",not_hate
"John McCain, American statesman and POW survivor, has died at age 81 #News https://breaking.iavian.net/article/189947",not_hate
if you access  donate ! we need #altright media,not_hate
"@hotzgeor Kept the border open to disease from Central America, lowest workforce part. % since Carter, yep, a real boon to NC.@ThomTillis",not_hate
could care a less about your snark . stop whining and go win or take a seat to your betters,not_hate
"@dickmasterson Do you feel like Maddox is setting traps because he knows how you'll respond to his BS?  I've been following that FB fiasco and I just saw that Twitter thing last night before you got booted there.  I wouldn't put it past him, but I figured if it was, it would be way clumsier and insufferable.",not_hate
anti-white is not code for anti-jew,not_hate
"The husband worked briefly at 2 different jobs but was fired for refusing to learn German. Now, he and his large herd will be living off the state. ",not_hate
"RT @espn: When the Yanks and Sox get together, things usually go smoothly -&gt; http://t.co/f3t97ymMd5",not_hate
RT @BroganWebber: Wiz is garbage to be put in the trash can known as Beyonc&#233; to be put in a dumpster known as the VMAs.,not_hate
i'm fairly sure it was this is texas .,not_hate
Eternalism is just God's way of decentralising reality on a celestial #Blockchain,not_hate
RT @ChuckRossDC: Lost track of how many claims in Omarosa's book that have now been directly disputed. And Cohen is supposedly friends with her https://t.co/w0uBiMxlUP,not_hate
"""@MaxMayo77: http://t.co/3Jk4kR44X3"" a pissed lad past out. I would lick his dirty soles while he slept.",not_hate
"@AlexAllTimeLow @JackAllTimeLow Please stay safe you guys! I love you so much, I hoe to one day meet you guys! happy Halloween :)",not_hate
stop #ppsellsbabyparts they're in vaccines and kill kids,not_hate
"None yet. But, it's better than doing nothing. A few months ago NK was launching missiles over Japan and towards the US.",not_hate
i will go gay for the venus de milo,not_hate
Every time I see a video like this I want to open a business to sell this shit to Wakandans! ,not_hate
#Iraq gov troops were handed a severe defeat by #ISIS at Saqlawiya -- there's chatter of over 300 soldiers lost &amp; Jihadis raving about it,not_hate
RT @jakeburnsmfc: @staycoolwheels @BloggerBoxing because hillbillies like sports to...,not_hate
RT @BenTateRB: This is crazy no RB picked yet. A RB won ROY! 2yrs ago RB was MVP. Ppl 4get how important our position is. This is insane ho&#8230;,not_hate
*Searches my yellow pages app for the nearest Jack In The Box*,not_hate
action report : return to charlottesville,not_hate
you're wasting your time with these people . they will never understand the southern way of life .,not_hate
" rt is it racist when we are told trump has to win  "" the hispanic vote ? "" "" ethnicity can't be relevant and irrelevant """,not_hate
"&#8220;@lakeshow73: @WCCORosen Too bad the optimism I have for the Royals, you don't have for the Twins!! Take those ""Rose(ie) colored glasses off",not_hate
all they do is attack the alt right and discourage thus far successful tactics we've used until now try,not_hate
"RT @SportsCenter: Storybook ending in New York. Derek Jeter walks off a winner at Yankee Stadium, http://t.co/pRS2lWATK7",not_hate
didn't get an email confirmation - are they perhaps mucking with us,not_hate
Reporter: Why do you have a poster of Joseph Stalin on your wall?    Zizek: So idiots like you will ask stupid questions like that.,not_hate
"Pam is ""Q"". Here is the proof.  Pamphlet anon is BUSTED! In this short 14 second video you will see thumper ask Pam if he renumbered and deleted the Q posts....Pam's answer will shock you.  https://gab.ai/tv/watch/15091",not_hate
nothing was ever done to lefts rioting in berkeley conservatives rally they call out national guard !,not_hate
I can't stress enough that people should read/listen to Democracy the God that Failed by Hans Hermann #Hoppe. There is an audiobook on Youtube of it if you want to just listen. Its a look at traditional #monarchy from an anarcho capitalist perspective. #Politics,not_hate
"@kayt27 poor coon.......snow stopped here,now if the wind would it might be nice out,well for winter",not_hate
"I'm not sure ""Winning"" is a term I would associate with any war but for the sake of the Alphabet Agencies spying on us I'll just point out that Russia has hands down won the propaganda high ground.",not_hate
"I know, but that's their usual response. No biggie.",not_hate
"What else come on on mondays im not finna watch that trash, ive destroyed enuf brain cells.",not_hate
Happy birthday bird! @codyflitcraft,not_hate
RT @516Jake: Hungover and feeling yyyyyeelllloooowwwwww @outlawdipper @mudjug1 #dbh #yellow http://t.co/hJe7v4aWdw,not_hate
The storm is coming,not_hate
#manafort and gates were indicted for alleged crimes over 10 years ago lol . trump or his campaign weren't mentioned one time .,not_hate
"RT @Matty_Kem: My favorite shark is megaldon, my least favorite is a mud shark. They are the worst",not_hate
Absolutely!  ,not_hate
swedish media is despicable as a matter of policy ...,not_hate
"Conoc&#237; tus ojos negros 
Y ahora si que no puedo vivir sin ellos",not_hate
canada has a strong national identity thats welcoming to immigrants and makes immigrants want to assimilate,not_hate
The War This Time https://sultanknish.blogspot.com/2018/01/this-civi... #Leftists #CivilWar #MAGA,not_hate
" rt >  "" america is becoming non-white and that's a good thing "" "" > media : "" "" great ! "" "" > white people : "" "" we have a right to exist "" "" > media : "" "" are you racist "" "" """,not_hate
Thought that was Cantwell at first glance.,not_hate
stop white genocide,not_hate
when megyn bravely say there and told us both santa and baby jebus are white .,not_hate
"Ok, For those who don't understand how this works... A couple of options. ",not_hate
Current censorship all relates to push for power [mid-terms].,not_hate
zimbabwe set to give white farmers 90 days to vacate their farms | more : via,not_hate
globalists hoping you won't notice they've built china into a monstrously dangerous superpower - media certainly hasn't,not_hate
"Anyway, my point of it being ironic is that the hype around the movie is by Hillary type supporters who hate the Wall idea and are in favor of immigration.",not_hate
Hillary Clinton got $7K less than Snooki for Rutgers speech. Does it get any worse? http://s.nj.com/88nZDhR,not_hate
Whole story and 45 minute live stream video at: http://www.fox5ny.com/news/storm-chasers-abandon-truck-in-flood-during-live-stream-in-hurricane-michael,not_hate
"The sequel to 'The Long Black' is now available!'Black Holiday,' finds Morgan haunted by the pirate attack that nearly killed her. Taking some time off to visit her friend Emily, she is caught up in an assassination plot that is prelude to interstellar war...https://www.amazon.com/dp/B07C6C4Y8W #SciFi #Action #Books",not_hate
We can all thank the woman (even though there were SO MANY Cosby raped and drugged)who got justice for all those woman.  God Bless her.,not_hate
#N3 #Kavanaugh #Live ,not_hate
hopefully they gave white nationalists a few good beatings ...,not_hate
@NoMeatballs @mtaraban is so excited about his red velvet brownie.,not_hate
All the cool kids are doin' it!     Twitter doesn't care about your opinion if you hold different views so why should we continue to use and keep their shitty platform alive?! #TwitterBoycott,not_hate
morbidly obese people are far more likely to die of a heart attack fyi . because thats wha,not_hate
RT @JOEL9ONE: Thanks Carolina fans 4 the flipped birds+few bottles to the head. Sticks n stones may break my bones but aluminum zimas will &#8230;,not_hate
Should everyone start calling nothingburger #Russiagate #Chinagate now? ,not_hate
Hoteps BEEN told you Ep. 6 @handymayhem @VibeHi https://www.youtube.com/watch?v=Dl7myGUBbhE&t=...,not_hate
RT @SVL305: @VJtechsupport @YoungMcFly the real reason y she gave up rapping was because of ME.. i called her trash to her face n asked for&#8230;,not_hate
&#8220;@Kik2Clean: Brah Wiz cheated &#128514;&#128557; http://t.co/OZ2PnDNGJ0&#8221; she had hair like a dyke..... Uh.. Duh?,not_hate
another racist coward . goodbye,not_hate
A third world problem in a first world Country !   https://www.birminghammail.co.uk/news/midlands-news/mustafa-hassan-35-standing-trail-15132409.amp?__twitter_impression=true,not_hate
@Dietrich1892 I'll show up and chug a beer or 8,not_hate
@BolandDrummer I have never once in my life been to a 'coffee shop' like Starbucks. I am a hick though.,not_hate
radix journal  alternativehypothesis make the case for white nationalism  but not these mad jew conspiracies,not_hate
"Welcome on Gab, Elias! Trying something new, like honestly being able to #SpeakFreely, is always a little daunting at first... Just jump in and have fun! ",not_hate
PSYCH OUT! Is Christine Ford a Doctor? -- There Are NO RECORDS to Prove This in State of California Database http://disq.us/t/36rueyk,not_hate
Some Douche cubs redneck cubs fan freaked out asking if bites..... No you bloody BERK!!! He's like the&#8230; http://t.co/ulc6CMVtki,not_hate
brad griffin  in the alt-south movement do you lose the war again ? does sherman get to cuck you ?,not_hate
top ten charts # 7 : by 2050 less than half of america's population will be white,not_hate
Manual labor so trash,not_hate
Want to touch tha boootyyyyy....neeeeed to touch the heinie &#127825;,not_hate
@Nashgrier purple monkey,not_hate
@CBSThisMorning @NorahODonnell tx trash you know trouble w ACA is in GOP gov states but like @60 @LaraLogan_News you report lies anyway,not_hate
The idea blue America needs red America is absolutely false. California needs to leave the US immediately. Texas should leave at the same time. The relationship with Washington D.C. is toxic. #ToxicRelationship,not_hate
are you out of your mind people going with out food here homeless sleep on streets americans,not_hate
He hates our number one but loves our number two. ,not_hate
" you forgot the word  "" white . "" "" . you mean "" "" white evangelicals . "" "" """,not_hate
not just the stuff of legend : famed viking sunstone did exist | read more : via,not_hate
one of my sons was locked up for almost 10 yrs for repeated marijuana violations . its illegal . you addicts dont get it . get clean & work .,not_hate
"Twice divorced teabagger Florida Attorney General says marriage is reserved for 'stable, enduring family units' http://t.co/Wafg8EYYGM",not_hate
"RT @GPollowitz: Stelter criticizes the pro-Trump media for ""weaponizing"" the Time cover. It's really weird that conservative media would push back after Trump was called a Nazi over a false media narrative. https://kek.gg/u/VfJf",not_hate
"RT @pgammo: Run Differentials:Mets -14, Yankees -32.",not_hate
they do know that not all american citizens are white males,not_hate
not only holy places but school  office & othr places r also temple for us & modi shown us how to respect temple of democracy  working place,not_hate
RT @LOHANTHONY: i'd never send my kids to private school because then they would never experience ghetto public school fights,not_hate
@LandonVanBus Charlie Day?,not_hate
"RT @Yankees: #Yankees win, 6-5, on a #walkoff single by Derek Jeter!!!!!! #FarewellCaptain",not_hate
your a white malewhos whiteand a malestop talking like ur a non-white maleyou white male,not_hate
the white genocide continues : white race now minority in london too ! read more : via,not_hate
Not a bad prize on offer just for nominating a holiday destination for a travel award. Let's get some Kenyan places in the mix: https://britsinkenya.com/2018/08/03/6-night-kenya-...,not_hate
"Drake T.I&#8220;@MsBTxo &#8220;@_sirhampton_ 3 Stacks, Kendrick RT @xHollywoodCourt: Name a rapper that alot of people like...but you think is trash&#8221;&#8221;",not_hate
: correction : trauma appears to be on the inside aspect of hh's rear thigh . also gives credence to massive int,not_hate
I see she giving the Nazi salute?,not_hate
live : advani keen to become ls speaker ; rajnath too may join modi govt,not_hate
sounds like a racist act to me .,not_hate
: dhimmitude in germany : judge files complaint against merkel for being glad that obl is dead : hamburg judge ...  ...,not_hate
the kleins are fighting to protect #religiousfreedom . send them a note of encouragement !,not_hate
either you judge people individually  or you hold racial biases . not both .,not_hate
"Poor Henry, he's supporting the right 2/3 of you guys all on his gut! Don't hurt it, Charlie... (@lizziecuevas)http://yfrog.com/h300cwrj",not_hate
optics ? where's an old piper supposed to go after his application is rejected by,not_hate
" a ( ( (  "" white male "" "" ) ) ) """,not_hate
I hate Hashtag activism. No lie. I think 95% of it is trash.,not_hate
"@HobsonDarlene #BlessJesus Amos 3:3 Can two walk together, unless they are agreed? #DifferentLevels",not_hate
Shouldn't he be buried in Vietnam since he was their greatest war hero? ,not_hate
we are fighting marxism in all of it's forms  white nationalism is socialism  no matter,not_hate
"#StayTheCourse. Just remember, Ladies & Gentlemen:",not_hate
Wrong tax code - how do you claim back. ,not_hate
RT @renz360: Got receipt ink on your soles? no problem. http://t.co/xYA7aLDUhU,not_hate
The “Socialist Caucus” of the US “Libertarian” Party,not_hate
This WHOLE thing is a DISINFO DROP to DisArm Us! ,not_hate
"Long Time, no #CrazyBitches. The dry spell is over. #FullFrontalShaming #2A #2ndAmendment #GunRights #GunSnatchers #Hogwarts #HarryPotter",not_hate
Has your kind paid up your kind OVER DRAFT WAR CRIMES REVENUE NATIONAL DEBT YET!? Can you comprehend law?,not_hate
" jewish professor angers jews : found this and thought it could be useful . jewish professor angers jews .  "" ... m ... """,not_hate
@goldnsilvercoin this guys company had best year EVER...under Obama....conservative teabaggers are scum,not_hate
RT @TheFoodBibIe: Deep Fried Oreos http://t.co/quDw3wqD7r,not_hate
RT @scottiken: It's settled. The Ding Dong is far superior than the Twinkie.,not_hate
On the secret Party mission! Live tweaking to mock FATPO.,not_hate
